,Unnamed: 0,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
2350,2350,671510,DESOLATE,2019-01-18 00:00:00,25900.0,6.0,2.0,Action,0.0,72.0,Survival,9.0,0.0,1.0,,,single and multi,4816.0,2282.0,18.3,1778.0,55.7,그냥 뭐 재밌는거 같다가.. 그냥 뭐.. 금방 질리는 그런 그냥 흔한 아포칼립스 느낌에 그냥 그런 느낌 적당히 즐기고 접는 그런 느낌스~
2351,2351,671540,Pizza Hunt! How to hunt pizza (And Not Die Doing It),2017-10-27 00:00:00,7500.0,6.0,6.0,Indie,0.0,10.0,Indie,1.0,0.0,1.0,,2 user reviews,single only,5.0,1.0,0.0,1.0,56.0,
2352,2352,671550,Brickochet,2017-09-05 00:00:00,3300.0,6.0,6.0,Action,0.0,26.0,Casual,1.0,0.0,0.0,,very positive,single only,84.0,2.0,,,95.0,
2353,2353,671560,Iggy's Zombie A-Pug-Alypse,2017-09-23 00:00:00,4400.0,6.0,6.0,Action,0.0,15.0,Strategy,1.0,0.0,0.0,,9 user reviews,single only,10.0,0.0,,,65.9,
2354,2354,671580,NeoCube,2017-11-15 00:00:00,1100.0,6.0,6.0,Casual,0.0,8.0,Casual,2.0,0.0,0.0,,9 user reviews,single only,5.0,4.0,0.0,2.0,50.5,
2355,2355,671600,Ashes of Oahu,2019-08-30 00:00:00,20500.0,6.0,6.0,Action,1.0,5.0,Indie,1.0,0.0,0.0,,mixed,single only,32.0,19.0,,,67.6,
2356,2356,671610,Warfork,2019-08-17 00:00:00,0.0,5.0,5.0,Action,1.0,36.0,Free to Play,18.0,0.0,1.0,very positive,very positive,,1364.0,164.0,6.7,287.0,0.1,"EARLY ACCESS REVIEW
""Warsow를 스팀에서""

Warsow는 Quake II 엔진을 기반으로 한 무료 오픈소스 아레나FPS게임으로, 지난 2005년에 처음으로 배포되었다. 2012년 정식버전(v1.0)을 내놓았고 2013년에는 Steam Greenlight를 통과하였으나 플레이어들의 염원에도 불구하고 실제 스팀 출시로 이어지지는 않았다. 2016년 말 리드개발자가 프로젝트를 떠나면서 개발이 중단되었으나 2달전부터 베타채널을 통해 4개의 마이너 업데이트를 내놓고 있다.

Warfork는 이런 Warsow의 소스코드를 포크하여 스팀으로 출시한 게임이다.

게임플레이는 스크린샷에서도 확인할 수 있듯이 전형적인 아레나FPS게임이다. 아레나FPS 장르는 1999년 Quake III Arena가 모델을 정립한 이후 20년간 거의 변하지 않고 원형을 유지하고 있다. 무브먼트를 중시하는 빠른속도의 게임이며, 현대의 FPS게임들처럼 레벨업, 언락, 아이템 상자 등 진행체계는 존재하지 않는다. 클래스나 차별화된 능력치도 존재하지 않는다. 모든 플레이어가 동일한 조건에서 시작해서 오로지 실력으로만 승부를 겨룬다. (이런 특성들 때문에 학습곡선이 험하고, 플레이어간의 스킬갭 또한 크다. 신규 플레이어의 유입을 어렵게 만드는 장벽이라 할 수 있다.)

Warsow가 Quake II 엔진을 기반으로 하고 있기도 하지만, 게임플레이 또한 Quake 시리즈를 빼다박았다. 특히 총기는 Quake III Arena/Quake Live의 건틀렛, 머신건, 샷건, 그레네이드 런처, 로켓 런처, 라이트닝건, 플라즈마건, 레일건을 그대로 따왔다. 게임모드는 데스매치, FFA(데스매치와 같지만 모든 무기를 갖고 시작함), 팀데스매치, CTF(깃발뺏기), 듀얼, 듀얼 아레나(듀얼과 같지만 모든 무기를 갖고 시작함), 클랜 아레나, 레이스(경주), 인스타-깁 등을 이미 Quake 시리즈를 통해 친숙한 모드를 지원한다.

아레나FPS 장르의 인기는 2000년대 중반 이후 퇴조하여 주류에서 밀려난지 오래다. Unreal Tournament는 개발이 중단되었고 Quake Champions와 Reflex Arena 또한 고전하고 있다. Warsow/Warfork또한 이제와서 플레이어베이스의 폭발적인 증가를 기대하기는 현실적으로 어렵다. 그럼에도 불구하고 이 게임을 추천하는 이유는 여전히 재미있기 때문이다. 한정된 공간에서 숨가쁘게 뛰어다니면서 적을 찾고 쏘고 피하는 본질적이고 순수한 재미는 그 어떤 다른 장르에서도 느낄 수가 없는 아레나FPS만의 고유한 매력이다.

장점:
1. 완전 무료
2. 저사양, 저용량(500mb 이하)
3. 단순하며 알기 쉬운 게임플레이
4. 쾌적한 멀티플레이어 경험
: 일본 서버 몇개가 가동중이며, 일본, 홍콩, 중국 등 아시아 플레이어들과의 핑이 상당히 좋다.
5. 한국어/중국어/일본어 채팅 지원

단점:
1. 그래픽이 뛰어나지는 않음.
2. 플레이어 모델/스킨의 독특함이 부족하다. 또 플레이어 모델의 사운드도 좋지 않다. 개선이 필요하다.
3. HUD 개선이 필요해보임
4. 적은 플레이어베이스"
2357,2357,671620,Beast Battle Simulator,2018-02-23 00:00:00,10500.0,6.0,6.0,Action,0.0,0.0,Simulation,1.0,0.0,0.0,very positive,very positive,single only,812.0,132.0,9.1,137.0,,친구가 250명쯤 되는데도 이 게임이 아무도 없다는것은 아직 소수밖에 모르는 갓ㅡㅡ겜이라는걸 뜻하는게 맞다고 믿겠습니다.
2358,2358,671640,Deadburg,2022-03-16 00:00:00,8500.0,6.0,6.0,Action,0.0,20.0,Action,1.0,0.0,0.0,,very positive,single and multi,55.0,3.0,0.9,15.0,48.7,"played back on the 360, awesome game, could use a lot more buildings however"
2359,2359,671650,Mad Age & This Guy,2017-10-24 00:00:00,5500.0,5.0,5.0,Action,0.0,36.0,Indie,6.0,0.0,0.0,,very positive,single only,89.0,14.0,,,92.1,
2360,2360,671670,Village Of Souls,2017-07-24 00:00:00,1100.0,6.0,6.0,Casual,0.0,19.0,Casual,1.0,0.0,0.0,,mixed,single only,7.0,9.0,,,96.8,
2361,2361,671690,[MARS] Total Warfare,2018-12-01 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Free to Play,1.0,0.0,1.0,,mostly positive,,66.0,25.0,2.5,42.0,,맵도 넓고 자원도 많은데......
2362,2362,671700,Dead Horizon,2017-08-12 00:00:00,0.0,5.0,5.0,Action,0.0,0.0,Indie,1.0,0.0,1.0,,very positive,single only,303.0,19.0,,,,
2363,2363,671720,Robin,2018-02-09 00:00:00,0.0,6.0,6.0,Casual,0.0,6.0,Free to Play,1.0,0.0,0.0,,very positive,single only,487.0,76.0,,,90.5,"Product received for free

만성피로인 사람의 주말을 컨트롤하는 게임.
무엇을 하냐에 따라 다른 엔딩이 나옴.
근데 진엔딩 보고도 왜 이렇게 하는 게 진엔딩인지 이해할 수 없음..."
2364,2364,671740,VR SHOOT AROUND - Realistic basketball simulator -,2017-07-13 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Sports,1.0,0.0,0.0,,positive,single only,34.0,8.0,,,,
2365,2365,671750,ColorCode,2017-08-30 00:00:00,3300.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,2 user reviews,single only,2.0,0.0,,,,
2366,2366,671800,Run!ZombieFood!,2017-07-31 00:00:00,4400.0,6.0,6.0,Adventure,0.0,31.0,Casual,2.0,0.0,0.0,,very positive,single only,868.0,189.0,9.9,669.0,94.0,10시간동안 잠 안자게 하는 게임 그 이상은 아니다
2367,2367,671810,The Adventures of Capitano Navarro,2017-08-05 00:00:00,10500.0,6.0,6.0,Action,0.0,6.0,Adventure,1.0,0.0,0.0,,6 user reviews,single only,15.0,35.0,,,37.7,
2368,2368,671840,"Eat, Sleep, Bet, Repeat",2017-10-26 00:00:00,15500.0,6.0,6.0,Adventure,0.0,14.0,Casual,1.0,0.0,0.0,,positive,single only,11.0,3.0,0.4,6.0,8.2,
2369,2369,671850,Dormant World,2017-09-04 00:00:00,3300.0,6.0,6.0,Action,0.0,11.0,Action,1.0,0.0,0.0,,2 user reviews,single only,0.0,2.0,0.0,1.0,77.6,
2370,2370,671860,BattleBit Remastered,,,6.0,6.0,Action,0.0,0.0,Shooter,1.0,0.0,0.0,,no user reviews,,,,,,,
2371,2371,671880,Tower Offence!,2017-09-11 00:00:00,13500.0,6.0,6.0,Action,0.0,0.0,Indie,2.0,0.0,1.0,,4 user reviews,single only,4.0,1.0,0.0,2.0,,
2372,2372,671900,Devoid of Shadows,2017-07-14 00:00:00,9500.0,6.0,6.0,Action,0.0,0.0,Action,8.0,0.0,0.0,,mixed,single only,120.0,73.0,,,,"파이어볼 쏘면 투사체가 적에게 닿기도 전에, 쏘자마자 적에게 꽂힙니다. 즉, 투사체처리 없음.
카메라 앵글 처리도 완전 수동에, 스킬을 한번 쓰면 다시 또 선택하고 써야함.
제가 할인할때 사서 환불은 안하겠다만 추천은 못하겠네요.
용량이 아깝습니다 정말..."
2373,2373,671920,Dead Secret Circle,2018-05-02 00:00:00,16000.0,6.0,6.0,Adventure,0.0,8.0,Adventure,1.0,0.0,0.0,,mostly positive,single only,44.0,15.0,0.0,6.0,44.9,
2374,2374,671970,Junkyard Simulator,2021-10-13 00:00:00,17500.0,2.0,2.0,Simulation,1.0,48.0,Simulation,10.0,0.0,0.0,,,single only,523.0,412.0,16.7,1352.0,95.4,"EARLY ACCESS REVIEW
정말 열받을 정도로 버그 많고 불편한점도 많고 무엇보다 자동 저장이 안되서 초반에 8시간동안 겜하다가 프레임 드랍 렉으로 팅겼는데 다시 와서 보니 8시간 동안 했던 파일이 실종됐네요 -_- 혹시나 싶어서 시험해봤더니 역시나 자동 저장이 안되네요 와 나 진짜 마우스 던질뻔했네~ 침착하게 다시 시작햇 현재 20시간 정도 플레이 했는데 아직 튜토리얼이 안끝났네요 -_-; 튜토리얼만 완료해도 겜 마스터 할 수 있을거 같네요 초반 전체 맵보기에 한글 번역 안되서 도통 맵을 봐도 어디가 어딘지 몰라서 감으로 길 찾아가고 다른분 말씀처럼 한글번역이 좀 엉망이긴 해요 전화기 아이템 이름이 뜬금없이 '전화하기' 이걸로 표시되서 이걸로 어디 전화하나? 싶어 전화걸려고 10분동안 멍청한짓 했습니다 -ㅅ- 저장도 '싣기'로 표시되지만 솔직히 겜하는데 살짝 헷갈리는 한글표기 빼고는 아무 지장 없습니다 그리고 차량 운전할때 시점이 진짜 개답답해요 초반에 엄청 헤맸는데 이것도 나름 하루정도 운전해보니 살짝 익숙해지네요 그리고 이 게임이 데모 버전에서는 폐차장이나 사고차량 가져와서 돈 될만한 부품 다 빼고 나머지 고철만들어서 돈벌고 아이템 리폼해서 되팔고 이 2개만 공개되어 이것만 있는줄 알았는데 의외로 이 게임 컨텐츠가 정말 많아요 지금 튜토리얼 10 하고 있는데 1개마다 전부 컨텐츠네요 13인가 17인가 까지 있던데 생각보다 너무 할게 많아서 재밋네요 대충 파워워시, 카메카닉시뮬, 하우스클리프 요로케 3개를 섞어서 추가로 폐차장 시뮬까지 합쳐서 겜 만든거 같네요 깜짝 놀랐네요 뜬금없이 카메카닉시뮬 컨텐츠가 나오네요 분해하고 리폼하고 중고 부품 사다가 다시 조립하고 그리고 내가 타거나 팔거나~ 그리고 작업장이나 거리 청소도 하고 등등 아무튼 솔직히 버그 많고 정말 하다가 짜증날때가 좀 있긴 하지만 전반적으로 전 정말 재밋게 하고 있네요 취향에 맞는분들께는 추천합니다."
2375,2375,671980,Close Me,2017-08-10 00:00:00,1150.0,4.0,4.0,Adventure,0.0,0.0,Indie,26.0,0.0,1.0,,mostly positive,single only,79.0,22.0,,,,음악을 잘만드셨어요.
2376,2376,671990,B99,2022-05-03 00:00:00,15500.0,6.0,6.0,Action,0.0,12.0,Action,1.0,0.0,0.0,,2 user reviews,single only,3.0,0.0,,,65.2,
2377,2377,672000,System Goose Overload,2017-08-04 00:00:00,0.0,5.0,5.0,Adventure,0.0,0.0,RPG,1.0,0.0,0.0,,very positive,single only,57.0,8.0,,,,모든 게 재활용이고 모든 게 반복적이고 모든 게 재미없습니다. 내가 이 꼴을 보려고 3시간을 버린 건가? 그동안 뿌린 복선은 무엇이지?
2378,2378,672010,CANARI,2017-09-29 00:00:00,5500.0,6.0,6.0,Action,0.0,15.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,2.0,0.0,,,12.1,
2379,2379,672020,Hold My Beer,2017-08-02 00:00:00,2200.0,6.0,6.0,Action,0.0,6.0,Action,3.0,0.0,0.0,,positive,single only,42.0,5.0,,,82.9,
2380,2380,672030,Swap Blocks,2017-07-21 00:00:00,5500.0,5.0,5.0,Action,0.0,14.0,Casual,3.0,0.0,1.0,,4 user reviews,single only,6.0,1.0,0.0,3.0,56.2,
2381,2381,672050,Super Mr. Kake,2017-09-12 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,4.0,14.0,,,,
2382,2382,672080,Cube Creatures,2017-07-28 00:00:00,2200.0,6.0,6.0,Adventure,0.0,15.0,Adventure,2.0,0.0,0.0,,4 user reviews,single only,4.0,0.0,,,52.5,
2383,2383,672100,An Occasional Dream,2017-09-06 00:00:00,3300.0,6.0,6.0,RPG,0.0,20.0,RPG,1.0,0.0,0.0,,6 user reviews,single only,7.0,0.0,0.2,4.0,58.3,
2384,2384,672130,Damned Hours,2017-10-03 00:00:00,1100.0,6.0,6.0,Action,0.0,44.0,Gore,2.0,0.0,0.0,,7 user reviews,single only,3.0,5.0,,,51.4,"아...이거 엔딩깨느라 엄청 고생했네요;;
처음에 적응 못하다가, 적응할만해서 깰만한데도
완전 랜덤이라 시간을 많이 먹네요..

그래도 어찌어찌 욱욱 되면서 오기로 엔딩을 보게 되었습니다. ㅎㅎ

▼유튜브로 시청하실분은 아래를 클릭해주세요."
2385,2385,672140,Battle For Korsun,2018-10-27 00:00:00,16500.0,5.0,2.0,Indie,0.0,0.0,Strategy,6.0,0.0,0.0,,mostly negative,single only,5.0,12.0,,,,
2386,2386,672150,LOGistICAL 3: Earth,2020-07-23 00:00:00,41000.0,5.0,5.0,Casual,0.0,2600.0,Strategy,10.0,0.0,0.0,,very positive,single only,88.0,14.0,24.0,109.0,72.3,
2387,2387,672160,OldMaidGirl,2017-07-20 00:00:00,2200.0,6.0,6.0,Casual,0.0,0.0,Casual,4.0,0.0,1.0,,mostly positive,single only,53.0,22.0,0.0,6.0,,"단순한 카드게임이 다인 게임,
캐릭터 보는거 밖게 없음,
별 상호 작용도 없음 (눕히는게 전부)"
2388,2388,672230,I fell from Grace,2017-12-21 00:00:00,8500.0,6.0,6.0,Adventure,0.0,46.0,Adventure,1.0,0.0,0.0,,mostly positive,single only,50.0,18.0,,,68.5,
2389,2389,672240,Dreams of Greatness,2018-12-12 00:00:00,1100.0,6.0,6.0,Indie,0.0,0.0,RPG,1.0,0.0,0.0,,positive,single only,10.0,4.0,,,,
2390,2390,672250,Plexus,2017-08-01 00:00:00,3300.0,6.0,6.0,Action,0.0,20.0,Action,5.0,0.0,0.0,,mixed,single only,18.0,7.0,0.0,2.0,88.5,"Product received for free

나름 시스템도 갖추어져 있고 맵도 성의있게 구성되어있는데 최적화가 너무 안좋아서 할 게임이 못된다.
조작감은 그냥 난이도의 일환이라고 보면 되지만 모션이랑 배경이 너무 성의가 없었음"
2391,2391,672280,Gates of Horn and Ivory,2018-09-07 00:00:00,11500.0,5.0,5.0,Adventure,0.0,20.0,Indie,1.0,0.0,0.0,,no user reviews,single only,6.0,1.0,0.0,4.0,25.5,
2392,2392,672290,Magic Forest,2017-09-01 00:00:00,2200.0,6.0,3.0,Adventure,0.0,0.0,Indie,2.0,0.0,0.0,,mostly positive,single only,26.0,10.0,,,,"반짝이는 별이 수놓아진 아름다운 밤하늘을 배경으로 펼쳐지는 플랫포머 게임 .
검은 실루엣으로 구현된 오브젝트 뒤로 드리운 밤하늘은
강하지 않은 색상들로 빛의 스펙트럼을 이루듯 알록달록 채색되어있어
화면을 보는 이로 하여금 조화로움과 편안한 감정을 느끼게 해준다.
게임 컨트롤이 숙련되었다면 한 스테이지당
30초 내외 정도로 클리어할수 있을정도로 짧지만
레이저와 철퇴의 조합이 나오면서부터는
굉장히 감각적이며 섬세한 타이밍 조작이 요구되기때문에
클리어 난이도가 마냥 쉽다고만은 못하겠다.
그래도 몇번 죽으며 깨다보면 쉽게 얻어지는 도전과제에
가격까지 저렴하니 플랫포머 게임 좀 한다 하면
시간 떼우기용으로 딱 좋을듯 싶다.

6 / 10"
2393,2393,672300,Air Traffic Disruptor,2018-01-31 00:00:00,2200.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,2.0,0.0,,,,
2394,2394,672310,Kingdoms Of Marazia: Classic,2018-08-06 00:00:00,0.0,5.0,5.0,Free to Play,0.0,0.0,Massively Multiplayer,1.0,0.0,0.0,,mostly positive,,13.0,5.0,,,,
2395,2395,672320,The Last Sorcerer,2017-09-10 00:00:00,4400.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,2.0,4.0,,,,
2396,2396,672380,Ameline and the Ultimate Burger,2017-08-01 00:00:00,5500.0,5.0,5.0,Action,0.0,20.0,Casual,4.0,0.0,0.0,,5 user reviews,single and multi,5.0,8.0,,,12.0,
2397,2397,672410,Access,2017-09-29 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,3.0,0.0,,,,
2398,2398,672420,NetherWorld,,,5.0,5.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,no user reviews,single only,,,,,,
2399,2399,672430,Koe (声),,,6.0,6.0,RPG,0.0,0.0,RPG,2.0,0.0,0.0,,no user reviews,single only,,,,,,
2400,2400,672440,BARBARIC,,,6.0,6.0,Action,0.0,0.0,Action,10.0,0.0,0.0,,no user reviews,single and multi,,,,,,
2401,2401,672460,Genetic Disaster,2017-12-18 00:00:00,15500.0,5.0,5.0,Action,0.0,0.0,Indie,2.0,0.0,0.0,,mixed,single and multi,63.0,35.0,,,,
2402,2402,672480,Mini Hockey VR,2019-01-23 00:00:00,1100.0,6.0,6.0,Sports,0.0,0.0,Sports,1.0,0.0,0.0,,2 user reviews,single only,0.0,2.0,,,,
2403,2403,672490,DeDrive,2018-05-31 00:00:00,1100.0,6.0,6.0,Indie,0.0,0.0,Racing,1.0,0.0,0.0,,5 user reviews,,12.0,2.0,0.2,6.0,,
2404,2404,672570,The Western Hunter,2017-07-08 00:00:00,7500.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,2 user reviews,single only,1.0,1.0,,,,
2405,2405,672590,Azure Saga: Pathfinder,2018-03-14 00:00:00,13500.0,5.0,5.0,Adventure,0.0,42.0,Adventure,1.0,0.0,1.0,,mostly positive,single only,65.0,19.0,0.8,48.0,45.6,
2406,2406,672630,Academia : School Simulator,2017-09-08 00:00:00,20000.0,6.0,1.0,Indie,1.0,140.0,Management,13.0,0.0,0.0,very positive,very positive,single only,1800.0,332.0,62.1,450.0,67.4,"EARLY ACCESS REVIEW
드디어 한국어가 나왔어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
감동이야 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 재미있어요!!!!!!!!!!!!!!!!!!!!!!!!!!!
저는 이런 류의 게임을 완전 좋아합니닷 ㅋㅋㅋ"
2407,2407,672640,War Robots VR: The Skirmish,2017-08-10 00:00:00,0.0,6.0,6.0,Action,0.0,0.0,Free to Play,1.0,0.0,0.0,,very positive,single only,588.0,137.0,0.8,100.0,,"정식 발매가 매우 기대되는 게임.
메카닉의 종류, 무기 종류, 지형이나 아이템 등의 인터페이스도 추가되면 멀티 게임도 충분히 즐길 수 있는 갓겜이 되지 않을까 싶다."
2408,2408,672650,MONITOR: The Game,2017-05-27 00:00:00,0.0,6.0,6.0,Free to Play,0.0,53.0,Free to Play,1.0,0.0,1.0,,very positive,single only,53.0,11.0,0.0,23.0,29.1,
2409,2409,672660,Army Ops,,,6.0,5.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,,,,,,,
2410,2410,672670,Hover Bots VR,2017-07-03 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,2 user reviews,single only,2.0,1.0,,,,
2411,2411,672680,Call of War: World War 2,2017-10-21 00:00:00,0.0,5.0,5.0,Free to Play,0.0,156.0,Free to Play,14.0,0.0,1.0,very positive,,multi only,2502.0,1181.0,308.2,924.0,22.6,게임이 리얼타임으로 진행되서 셰계정복하는데 몇달씩은 걸릴겁니다
2412,2412,672690,The Nothing,2017-08-31 00:00:00,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,11.0,2.0,,,,
2413,2413,672710,Traffic Giant,2001-02-28 00:00:00,10500.0,6.0,4.0,Simulation,0.0,0.0,Simulation,3.0,0.0,0.0,,mostly positive,single only,72.0,25.0,4.2,28.0,,"Product received for free

고전게임중에 명작.
요즘에는 그래픽만 좋아졌지 이만한 게임이 없다"
2414,2414,672720,Crime Solitaire 2: The Smoking Gun,2014-08-04 00:00:00,7500.0,6.0,6.0,Casual,0.0,0.0,Casual,7.0,0.0,0.0,,6 user reviews,single only,4.0,2.0,,,,
2415,2415,672730,Find You,2017-09-05 00:00:00,0.0,6.0,6.0,Free to Play,0.0,7.0,Indie,1.0,0.0,0.0,,very positive,single only,359.0,19.0,1.1,126.0,61.5,갓겜이에용 무료... 대체 왜 무료지 엄청 기발한 퍼즐들에 난이도도 적당한데
2416,2416,672770,Poseidon - Project Dark Sky,2017-07-19 00:00:00,3300.0,6.0,6.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,4 user reviews,single only,1.0,3.0,,,,
2417,2417,672780,Sweet Magic Madness,2019-02-21 00:00:00,3300.0,5.0,5.0,Action,0.0,23.0,Action,3.0,0.0,0.0,,no user reviews,single only,,,,,79.5,
2418,2418,672790,Elemental Combat,2017-11-17 00:00:00,,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mostly positive,single only,22.0,4.0,,,,
2419,2419,672860,StellarHub,2017-08-17 00:00:00,1100.0,6.0,5.0,Simulation,0.0,13.0,Simulation,3.0,0.0,0.0,,mixed,single only,71.0,62.0,2.6,3404.0,21.8,
2420,2420,672880,SuperWurfels,2017-09-09 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,2 user reviews,single only,2.0,1.0,0.0,1.0,,
2421,2421,672890,Edenbrawl,2022-09-01 00:00:00,,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,multi only,,,,,,
2422,2422,672910,Hangry Bunnies From Mars,2017-08-24 00:00:00,1100.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,1.0,,7 user reviews,single only,14.0,3.0,0.0,3.0,,
2423,2423,672920,The Bounty V2,2018-01-09 00:00:00,5500.0,5.0,5.0,Adventure,0.0,32.0,JRPG,1.0,0.0,0.0,,5 user reviews,single only,11.0,0.0,,,28.3,
2424,2424,672940,Galaxy of Drones,2017-08-02 00:00:00,3300.0,6.0,6.0,Indie,0.0,21.0,Strategy,1.0,0.0,0.0,,7 user reviews,single only,0.0,7.0,,,88.5,
2425,2425,672970,Swords and Sandals Medieval,2017-09-14 00:00:00,5500.0,5.0,5.0,Adventure,0.0,0.0,Adventure,1.0,0.0,0.0,,mostly positive,single only,27.0,10.0,0.7,8.0,,
2426,2426,673000,High Hell,2017-10-24 00:00:00,10500.0,5.0,1.0,Action,0.0,21.0,Action,11.0,0.0,1.0,very positive,very positive,single only,1100.0,160.0,,,96.8,"출시전 트레일러를 보고 꽤나 눈여겨보고 있던 작품이라 출시하자마자 구입했다

일단 첫인상은 굉장히 좋았다

한글을 지원한다는것을 모르고 구입했는데 한국어가 떡하니 적혀있어서 기분이 좋았고,

음악도 꽤나 잘 뽑혔다. 레트로한 스타일의 카툰렌더링 그래픽은 약간은 귀여운 디자인과 함께

화면이 흔들리는등의 효과도 적절히 배치해서 가볍고 신나는 분위기를 잘 살려냈다

게임을 처음 시작하면 이 게임의 불친절함을 알 수 있는데, 목표 하나 달랑 던져주고 따로 알려주는게 없다

한참 헤메면 알려주는것같긴 하지만 바로 띄워주지는 않는다

심지어 키설정도 없어서 옵션을 봐도 알수가 없다

나는 이 장르에 익숙하고 이 장르에서 많이 쓰는 버튼들로 구성이 되어있지만 처음 플레이하는사람에게는 알수가 없는부분.

그리고 미션을 클리어하면 뛰어내려야 한다는것도 트레일러를 보지 않았다면 한참 헤멜수가 있다

게임 내에서 정보를 확실하게 주질 않기때문에 직접 알아내야한다

게임을 끝까지 클리어했지만 처음에 레펠을 거두는것이 무슨 의미가 있는지는 아직도 알 수 없다

물론 요즘 게임들에서는 너무 대놓고 떠먹여줘서 문제지만 이게임은 알려주는 정보가 너무 적다



이게임의 무기는 단 두가지, 레일건과 발차기 뿐이다.

발차기는 사거리와 판정이 매우 구려서 사실상 문열기용이고 적을 상대하는건 레일건 한가지뿐이다

레일건에 모드가 달리는것도 아닌데 차지나 알트파이어도 없고 그냥 레일건 뿐이다

트레일러에 이것밖에 안나와서설마 했는데 정말로 이것밖에 안나온다

게임을 끝까지 진행해도 달라지는것이 없다

적들의 종류도 몇종류가 되질 않는데 처음 나왔던 졸개가 끝까지 나온다

게임의 볼륨도 한시간으로 굉장히 작은데 적들도 비슷비슷한놈들만 나와서 게임 종반까지 가게되면 약간의 지루함마저 느끼게된다

그에반해 보스전은 꽤나 재밌었는데 세네번의 보스전에 사전에 받는정보가 전혀 없으니까 공략을 알아내서 물리치는 재미는 있다

로딩스크린도 괜찮은 부분으로 클릭을 하거나 마우스를 움직이면 반응하는데 하나하나 눌러보는것이 꽤나 즐겁다


게임플레이는 어느정도 속도감이 있을수 있지만 에임이 굉장히 정확할때의 이야기이고

나의 경우에는 에임이 그다지 좋지 못하기때문에 후반으로 갈수록 빠른 진행은 어렵고 멀리서 하나씩 해치우는식으로 진행하게된다

무기가 좋지 못한데 이동속도도 빠르지 않고 빠르게 이동할수 있는 수단도 없다

죽었을경우 바로 알려주는것도 아니고 3초는 지나야 나를 죽인 공격자를 화면에 띄워주는데 이것도 빠른 게임플레이와는 거리가 멀다

미션을 클리어하려면 목표를 모두 달성하고 적도 모두 물리쳐야하는데

숨겨져있는 적을 찾다가 시간이 지체되는경우가 몇번 발생하는데 이 경우에 힌트를 전혀 주지 않아서 짜증을 느꼈다

돈을 태우는등의 수집요소를 달성하면 추가점수를 주지만 게임에서 하고싶도록 유도하는 장치가 없다

보통 이런게임에는 랭크를 매기거나 하는 시스템이 있지만 이 게임에는 랭크가 존재하지 않는다

나는 숨겨진것을 찾아내는 수집요소를 별로 좋아하지도 않고 그 외에는 도전적인 요소가 게임안에 존재하지 않는다

게임 모드도 캠페인을 진행하는것 외에는 존재하질 않고 볼륨마저 적다

죽었을때 R을 누르는것으로 바로 재시작하는것은 핫라인 마이애미를 의식한것같지만

이게임에는 핫라인 마이애미에서 느낄수 있는 액션따위는 없다

무기가 레일건 하나인데 무엇을 기대할수 있을까?


게임의 난이도는 적당히 높다

20개의 미션중에 인상에 남을정도로 어려운 미션은 없다

보스전을 길게 뺐다면 기억에 남았을수도 있겠지만 1페이즈나 2페이즈 전부 너무 간단하게 끝나버린다

난이도를 올리는 요인으로 피격시에 인디케이터가 없어서 어디서 쏘는지 알기가 힘들다


스토리도 유저가 알 길이 없다

별로 대단한것도 아니겠지만 주인공이 왜 이러는지, 왜 계속 고층건물인지, 돈은 왜 태우는지 아무것도 알려주지 않는다

설정이 존재는 하는지 모르겠다



결론

엄청 어려운것도 아니고 엄청 쉬운것도 아닌데 볼륨이 너무 적음

비추천"
