,Unnamed: 0,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
407,407,674940,1,Stick Fight: The Game,2017-09-28,5500.0,2,2,Action,0,28,Multiplayer,1,0,1,very positive,very positive,,91544,6127,918.4,5033.0,78.5,"I've had a lot of experience during this game and I hope you learn by watching this

pistol - ( 15 ammunition )
revolver - ( 6 ammunition )
deagle - ( 15 ammunition )
uzi - ( 40 ammunition )
ak47 - ( 30 ammunition )
m16 - ( 88 ammunition )
m1 - ( 8 ammunition )
sniper - ( 5 ammunition )
sawed off - ( 10 ammunition )
miltary shotgun - ( 10 ammunition )
bouncer - ( 30 ammunition )
grenade rauncher - ( 5 ammunition )
thruster - ( 20 ammunition )
rpg - ( 3 ammunition )
snake gun - ( 6 ammunition )
snake shutgun - ( 10 ammunition )
snake grenade - ( 5 ammunition )
snake rauncher - ( 3 ammunition)
snake minigun - ( 39 ammunition )
spike ball - ( 5 ammunition )
beam - ( 25 ammunition )
stream - ( 6 ammunition )
spray - ( 40 ammunition )
spike gun - ( 25 ammunition )
sword - ( infinite )
blink dagger - ( 25 ammunition )
spear - ( infinite )
time bubble - ( 5 ammunition )
laser - ( 60 ammunition )
ice gun - ( 40 ammunition )
black hole - ( 1 ammunition )
glue gun - ( 40 ammunition )
minigun - ( maybe 200-300 ammunition )
flame thrower - ( 100 ammunition )

godgun - ( your ability )

throw weapons to get ammo."
408,408,387990,1,Scrap Mechanic,2016-01-20,21000.0,6,6,Action,0,0,Building,11,0,0,very positive,very positive,single and multi,82951,6429,2276.8,46366.0,,"EARLY ACCESS REVIEW
언어를 한국어로 바꾸니 폰트가 다깨져서 알아볼수가 없습니다."
409,409,774171,1,Muse Dash,2019-06-20,3200.0,6,6,Action,0,0,Music,5,0,1,overwhelmingly positive,overwhelmingly positive,single only,66278,4417,,,,
410,410,219990,1,Grim Dawn,2016-02-26,26000.0,3,3,Action,0,185,Action RPG,13,0,1,very positive,very positive,single and multi,71793,4993,4672.1,61093.0,64.0,
411,411,613100,1,House Flipper,2018-05-17,26000.0,6,2,Indie,0,73,Simulation,22,0,1,overwhelmingly positive,very positive,single only,58861,4152,4126.1,12990.0,94.6,"향후가 주목되는 본격 인테리어 업자 체험 게임

하우스 플리퍼는 흔히 말하는 '하우징'이란 요소를 집중한 게임으로, 자기가 직접 집의 인테리어를 꾸미고, 되파는 빌더류 게임입니다.


어떤 집이든 손봐드립니다

의뢰를 받고 현장에 가 보면 다양한 상황에 마주하게 됩니다. 넘쳐나는 쓰래기, 끔찍하게 더러운 바닥과 벽, 먼지가 눌러붙은 창문, 재도장이 필요한 벽면, 작동안하는 콘센트, 낡은 가구, 그리고 초대받지 않은 그 분까지...
막막해보이지만 가진 도구와 스킬로 하나하나 정리해 나가면서, 더러운것을 치우고, 벽과 바닥을 재도장하고, 망가진 시설을 고치며 상황을 해결해 나가다 보면 짜릿함까지도 느껴집니다.


세심하게 꾸며드립니다

자신의 디자인 센스를 발휘할 시간입니다. 벽을 다양한 색으로 칠하고, 여러 가지 가구를 배치하세요. 일부 가구는 단지 설치하고 끝나는 것이 아닌 직접 조립도 해 줘야 합니다.
이렇게 배치를 하다보면 어느 게임이 생각나실텐대, 바로 맥시스의 심즈에서 집을 꾸밀때와 흡사한 느낌을 받으실 수 있을겁니다. 차이점이라면, 보이는 시점이 더 가까운고로, 하우스 플리퍼는 좀 더 디테일한 소품도 배치할 수 있습니다.




그러나 하우스 플리퍼는 현실성과 게임의 허용성의 중심점을 잡기는 실패했습니다.
집을 꾸미는 과정중 일부(특히 타일!)는 너무 과도하게 시간을 잡아먹으며, 몇몇 가구의 배치점이 고정되는 관계로 내부를 혁신적으로 뒤갈아엎기는 불가능합니다. 그리고 일부 콘텐츠는 너무 간략화시켜는 바람에 해도 그만, 안해도 그만인 병풍이 되어버렸습니다.
스킬 밸런스도 이상한편인대, 아예 할 일이 없거나 적은 철거 관련 스킬은 한 페이지 따로 구성되어 있는 반면, 벽을 꾸미는대 들어가는 타일/패널 관련 스킬은 특유의 모션으로 가장 많은 시간이 들어가는 한편 스킬은 다른 페이지에 곁다리로 하나만 끼어있어 작업 편의가 가장 개선되지가 않습니다. 그 결과 중반만 넘어가도 타일 작업이 상당히 귀찮게 되어버려 페인트칠로 대충 넘어가게 되는 원인이 되버립니다. 타일질 한다고 뭔가 더 이득이 있는것도 아니고 말이지요




하우스 플리퍼의 가장 큰 문제점. 컨텐츠가 생각보다 부족한 편입니다. 앞서 심즈를 언급했는대 그 심즈보다도(오리지널 기준) 소품이 부족합니다. 심즈와 달리 상호작용도 없는 게 대다수인대 말이지요! 찬장, 침대같은 기본적인 가구는 꽤 많은 편이지만 다른, 특히 전자제품계열 소품은 처참한 수준. 디테일한 소품 배치를 장점으로 띄워놓고 그 디테일한 소품이 없는 꼴입니다. 무료 DLC인 아포칼립스로 어느정도 커버가 되지만, 테마 가구인만큼 미묘합니다.
마당이 상당히 넓은대도 마당에서 할 수 있는것이 외벽교체(타일)말곤 아무것도 없습니다. 아무렇게나 자라있는 풀조차 정리를 못합니다. 또한 다세대주택 자체가 존재를 하지 않고, 단독주택이라도 지하와 2층의 계단 위치는 항상 고정입니다. 천장조차 색칠을 할 수 없습니다.
또한 사소해보이지만 중요한것이, 하우스 플리퍼의 로고를 보면 많은 공구가 보입니다. 드릴, 스페너, 톱, 드라이버, 망치, 자, 붓. 뭔가 로망을 일으키면서 저 도구들을 가지고 뚝딱뚝딱할 수 있을 것 같은 느낌이 드시죠? 속지마세요. 저기서 쓰는건 조립에서 쓰는 보이지 않는 드라이버와 벽에 페인트질할떄 쓰는 붓(정확히는 롤러) 두개 뿐입니다.
사소하지만 상점의 아이템 카테고리도 불편합니다. 분류가 좀 개판으로 나뉘어 있고, 특히 한국어엔 '설비'카테고리가 두개나 있어 혼동이 심합니다. 이 점도 마이너스.




종합해보자면 가능성은 보였으나, 컨텐츠가 부족하다 정도인대 이 정도 문제점이라면 꾸준한 업데이트로 극복 가능합니다. 그러나 여기서 문제점이 생기는데, 이미 정식출시+낮은가격 콤보로 인하여 얼리억세스 게임과 달리 제작사가 꾸준히 업데이트 해 줄것이라는 기대 자체가 거의 없는 샘이죠. 나오더라도 유로 DLC일 확률이 있고요. 아니면 또 다른 방안은 창작마당을 지원하여 각종 모드로 해결하는 방법이 있습니다.

개인적인 플레이 소감은 으로 하우스 빌드를 더 즐기시고 싶다면 구작이라도 심즈를 추천드리는 편입니다. 아직까지 하우스 플리퍼는 시기상조에 가깝습니다."
412,412,1158310,1,Crusader Kings III,2020-09-02,52000.0,2,1,RPG,0,97,Strategy,7,0,1,very positive,very positive,single only,71549,5376,13788.8,98474.0,33.2,내 플레이 시간을 봐라
413,413,516750,1,My Summer Car,2016-10-24,15500.0,3,3,Indie,0,76,Automobile Sim,2,0,0,very positive,very positive,single only,40718,2706,706.8,5509.0,78.0,
414,414,977950,1,A Dance of Fire and Ice,2019-01-25,6500.0,5,5,Indie,0,44,Rhythm,14,0,1,very positive,very positive,single only,39902,2662,1790.1,9247.0,80.7,"3300원 어치는 충분히 한다.
이용자들이 커스텀 맵 만들어서 다른 이용자들이 그걸 깨는 형식으로 만드는 것도 재밌을 듯하다."
415,415,752590,1,A Plague Tale: Innocence,2019-05-15,39800.0,6,2,Action,0,35,Story Rich,14,1,1,very positive,very positive,single only,41519,2756,470.3,4030.0,83.6,
416,416,274170,1,Hotline Miami 2: Wrong Number,2015-03-11,16000.0,1,1,Action,0,29,Great Soundtrack,7,0,1,overwhelmingly positive,very positive,single only,40873,2841,351.6,18882.0,87.8,씹새끼들아 근접깽판질이 재밌어서 후속작 산건데 서로 뵈지도 않는 곳에서 총질하는 참호전을 하게 만들어놨냐
417,417,286160,1,Tabletop Simulator,2015-06-06,21000.0,6,6,Casual,0,27,Tabletop,1,0,1,very positive,overwhelmingly positive,single and multi,50519,3496,4786.9,36793.0,79.8,같이 할 친구도 dlc로 판매해주세요.....
418,418,1147560,1,Skul: The Hero Slayer,2021-01-21,20500.0,2,2,Action,1,60,Indie,11,0,1,very positive,very positive,single only,32488,2338,1572.3,18876.0,88.1,"12월에 정발 예정이라 했잖아요...
저 다음주에 입대해서 정식버전 못한다구요..ㅠㅠ"
419,419,200710,1,Torchlight II,2012-09-21,16000.0,2,2,Action,0,119,RPG,7,0,0,very positive,very positive,single only,38104,2799,329.8,54010.0,82.9,물약 빨아가며 아이템 줍는 게임이 특별할게 뭐 있나싶지만 액션만큼은 호쾌한 재미를 주는 게임입니다. 같은 장르의 여타 게임들과 비교해 봤을때 아이템 파밍보다는 몬스터를 때려 잡는 핵앤슬래시 본연의 재미가 컸습니다. 그렇다고 아이템 파밍을 비롯한 다른 요소들이 떨어지는 것은 아니고 기본기에 충실하게 잘 만든 게임이라 봅니다.
420,420,1282730,1,Loop Hero,2021-03-05,18000.0,6,1,Indie,0,50,Tactical,13,0,1,very positive,very positive,single only,26959,1817,769.5,51078.0,97.8,"루프 하나만 더 돌수 있을거 같은데
→지금 복귀 안하면 터질 확률 75%"
421,421,326460,1,ShellShock Live,2020-05-23,7500.0,6,6,Action,0,58,Tanks,11,0,0,very positive,very positive,single and multi,28169,1974,591.3,7346.0,78.1,"EARLY ACCESS REVIEW
플레이타임 보시면 알겠지만.. 나름 오래 했습니다.

상당한 플레이타임이 지나도 언락되는 무기들의 매력에 계속 잡게 되었네요.

우선 초반에 100.*의 (파워.각도)는 자제하시는게 후반부 실력향상에 도움이 됩니다. 물론 100.86같은 게이지 테두리 맞추는 방식으로는 고렙방에서 살아남기가 힘듭니다.

제일 중요한건 어떤무기가 어느 각도 어느파워로 맞췄을떄 가장 큰 데미지가 나오게끔 조절하는게 중요한 것 같습니다. 턴마다 무빙해줘야 하는 것은 당연하구요. 제일 많이 하는 실수들은 정면 100샷입니다. 보통 땅이 패이면서 상대방 탱크의 높이는 낮아지게 되는데 지속적으로 안착하는 탄환이 그탱크가 가라앉는 뎁쓰위가 됩니다.. 이런 경우는 약한 곡사포로 안착을 시켜줘야 최대한의 대미지를 뽑을 수 있죠 플레이 하시다 보면 쏘는 방식에 차이를 둬야 한다는 점을 깨닫게 되실겁니다.

지나간 말중에 팁이 있었는데 100.86은 자기턴일 떄 포사각을 조절하는 탱크주위에 동그란 원 정확히 끝에 (상대방과 나의 높이가 같을 시)떨어지게 됩니다. 그리고 87 88 조절해 보시면 각 숫자마다 엄지손톱 (제 모니터 기준)정도의 거리차이가 있습니다. 이걸로 정확한 타격이 가능합니다. 고각으로 쏠 수 밖에 없는 경우 저도 가끔 사용하구요. 이점 초반에 활용하시면 탄착예측을 어느정도 할 수 있게 됩니다."
422,422,50300,1,Spec Ops: The Line,2012-06-29,32000.0,6,1,Action,0,50,Story Rich,6,0,0,very positive,very positive,single only,44909,3373,87.6,13940.0,82.1,"⠀인류 역사의 '전쟁영웅' 이란 결국 누군가의 피로 만들어진 것이나 다름 없다. 전쟁은 결코 위대한 것이 아니다. 영광스러운 일 또한 아니다. 나와 다른 입장에 있는 사람들을 짓밟고, 찌르고, 쏘고, 터뜨리고, 태우는 과정으로 인한 결과가 바로 '영웅' 이라는 칭호다. 그들도 그럴 의도는 아니었을 것이다. 스스로 조국을 위한, 동료를 위한, 그리고 자신을 위해서도 그게 옳은 일이라 생각해 벌인 일일 것이다. 아니, 애초에 인간이 인간을 죽인다는 짓을 하고 싶어서 할 사람이 얼마나 될까?

⠀자국민에게 있어서 나라를 위해 싸운 군인들은 당연히 존경받아야 마땅할 존재다. 그들은 조국과 국민을 위해 희생을 했으니. 하지만 그들의 마음은 정말 자부심과 명예로움으로 가득할 수 있을까? 살려달라며 애걸복걸하는 적군을 죽여야했을 때, 누군가의 아버지 또는 어머니를 죽이고 남겨진 우는 아이를 보았을 때, 힘 없는 노인이 군홧발에 짓밟혀 생명이 꺼져가는 것을 볼 때, 동료를 위해 무기를 든 어린아이를 쏘아 죽였을 때, 총에 맞은 여자가 절규하며 뱃속에 아이가 있다고 말했을 때, 그들은 과연 명예로웠을까. 아니, 그렇지 않았을 것이다. 아니, 그럴리가 없다. 군인도 군인이기 이전에 한 사람이다. 타인의 생명을 거두기 위해 군인이 되기 보다는, 내 가족, 내 고향, 내 국가를 '지키기 위해' 군인이 된 사람들일 것이다. 그들도 전쟁을 바라지는 않았을 것이다. 그들에게도 어쩔 수 없는 일이었을 것이다.

⠀인간은 본능적으로 죽음을 두려워한다. 그리고 그 죽음에 가장 가까운 곳이 바로 전쟁터다. 그곳에서는 하루가 멀다하고 죽음의 꽃이 핀다. 이를 악물고 울면서, 자신을 스스로 합리화시키면서, 그렇게 그 꽃은 만개한다. 피와 살이 씨앗이 되어, 총칼로 무더기처럼 자라나는 잔인하고, 비참하고, 서글픈 한 떨기다.

⠀우리가 영웅이라고 부르는 그들이, 스스로도 자신이 영웅이라고 자부하며 살아갈 수 있을까? 전쟁에서 군인은, 항상 생명을 지키는 동시에 빼앗는 존재다. 그래서 더 슬프고, 가혹하다. 자신을 끊임 없이 매질해야 하는 일이다. 정신이 무뎌지지 않게 날마다 갈고 닦아야 하는 일이다. 그럼에도, 생명을 지켰음에도, 빼앗은 생명이 더 슬퍼서, 그러기에 천 근의 납덩이만큼 무거운 죄책감에 짓눌려서, 결국 스스로 생을 마감하는 자들도 있다.

⠀우리는 생각해야 한다. 이 '영웅' 이라는 뱃지가 결코 명예로만 만들어진 것은 아니라는 걸. 피와 살과 눈물을 담그고 두들기는 과정 또한 거쳤다는 것을. 그리고 그렇기에, 이 땅을 위해서 피 내고, 피 흘리며 죽어간 모든 이들을 우리는 결코 잊지 말아야 한다."
423,423,384190,1,ABZU,2016-08-02,21000.0,6,2,Action,0,12,Relaxing,8,0,0,very positive,very positive,single only,20843,1589,17.6,1311.0,60.9,게임을 질병이라 말하는 인간들에게 꼭 한번은 시켜주고 싶은 게임
424,424,208580,1,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2005-02-08,10500.0,2,2,RPG,0,57,RPG,5,0,0,very positive,very positive,single only,18710,1330,683.8,6544.0,66.9,모드를 설치하고 게임을 하면 훨씬 더 즐겁게 할 수 있는 게임. 모드로 보완해도 미완성인 게 아쉽긴 하지만 매우 흥미로운 스토리의 게임이었음
425,425,673950,1,Farm Together,2018-10-12,20500.0,4,4,Casual,0,56,Agriculture,25,0,1,very positive,very positive,single and multi,16572,1030,2105.9,6843.0,91.6,"농사 힐링게임 중에는 최고인 것 같아요.
아직 한국어 패치는 되지 않고, 한국어 채팅 또한 되지 않지만,
음성채팅과 영어타이핑 채팅이 되서 의사소통은 가능합니다. => 한글지원
또한 사실상 설명이 필요한 부분이 별로 없어요.
키 사용도 무척 편리합니다.

그리고 실제시간 적용이지만 물 주기로 시간을 줄일 수 있고,
작물들도 시간이 다양해서 사이클을 잘 돌리면 엄청나게 바빠서 게임을 끌 수가 없어요 ㅠㅠ

======== 이 게임의 장점 ========

1. 평화롭다 => 힐링
2. 농사 뿐만 아니라 동물과 물고기도 키울 수 있다
3. 아기자기한 캐릭터와 배경그래픽
4. 아주 다양한 작물과 폭넓은 커스터마이징(캐릭터, 펫, 트랙터 등)
5. 다른 사람 농장에 놀러가기 편하다 => 농장 주인은 설정을 통해 권한 설정 가능(방해 방지 가능)
6. 유저들이 착하다 => 인사 잘 받아줌 => 감정표현 잘해줌 => 귀여움
7. 레벨을 올리는 맛이 있다 => 레벨을 올리면 다양한 작물과 다양한 디자인이 열린다
8. 멋진 트랙터
9. 레벨을 어느정도 올리면 텔레포트 지점 설치 가능
10. 비슷한 모바일게일과는 다르게 현질이 필요없다
11. 농작물이 시들지 않고 물을 꼭 주지 않아도 자라서 시간에 쫒기지 않는다
12. 고레벨 달성 및 자금 확보 시 스프링쿨러, 일꾼 등을 통해 자동화가 가능하다.
13. 최적화 우수 => 작물과 동물이 많아져도 렉이 안걸림
14. 용량이 작음 => 1GB도 안되서 SSD에 설치하는 것에 걱정이 없음
15. 집도 지을 수 있고, 안에 들어가서 꾸밀 수 있어요! 상호작용도 되요! 갓겜 그자체!!

======== 이 게임의 단점 ========

1. 설치한 작물의 이동 및 정리가 불편하다 => 1개씩 일일이 옮겨야 함
2. 물 지형과 바위 지형, 언덕지형의 이동 및 제거불가(기본 지형)
3. 땅 가는데 돈이 들어간다
4. 아직 한글화가 되지 않고, 한글 채팅 또한 지원 되지 않는다
5. 저레벨 때의 노가다성 반복 작업

======== TIP ========

시작하기 전에)
집모양 아이콘에서 pawn shop을 건설가능하게 되면
우물 꼭 갖다 버립시다!! 트랙터도 사용못하고 경험치도 안주고 시간효율 하나도 안나와요.
pawn shop에서 1골드너겟 당 1만골드 교환해서 농장을 빨리 키워요!!

다른 사람 농장에 가서 수확을 하게 되면 꼭 땅도 갈아주도록 합시다.
물은 안주더라도 땅 갈아주는건 매너라고 생각해요!!


1. 자기 농장을 키우면서 남는 시간엔 FIND FARM을 눌러 돈이 많은 농장을 찾아가서 일을 하세요.
그러면 돈은 얻을 수 없지만, 일한 만큼 캐릭터 경험치를 얻을 수 있습니다.
캐릭터 레벨을 올리면 트랙터 기름통이 커져서, 트랙터 이용 횟수가 증가합니다.
커스터마이징 범위가 넓어지고 업적 달성이 되는 것은 BONUS !

2. M키를 누르면 맵이 뜹니다. 버스정류장이나 숫자로 된 동그라미는 모두 텔레포트 지점입니다.
클릭해서, 먼 거리를 뛰어댕기지 말고 순간이동 하도록 합시다.

3. 마우스 우클릭 뿐 아니라 시프트도 빨리 뛰기입니다. 트랙터보다 빨리 뛰는게 더 빠릅니다.

4. 트랙터의 기름은 주유소에서 채울 수 있습니다.
자기농장에서는 2리본화폐를 확보 시 Q를 눌러 '집 모양' 아이콘에서 건설할 수 있고 이후 계속 사용할 수 있습니다.
다른농장에서는 주유소를 찾아서 주유를 하면 V키를 눌러 바로 탈 수 있습니다.
주유소를 찾기 힘들면 M키를 눌러 보라색으로 색칠된 작은 사각형 모양을 찾아가세요.

5. 저레벨 때는 L키나 ESC->Quest Log에서 퀘스트 위주로 작물을 심읍시다.
화폐가 금,다이아,리본 3가지(일꾼용 티켓머니는 제외)인데 퀘스트를 안 깨면 힘들어져요.
빨리 깨서 주유소를 설치하고 트랙터를 탈 수 있게 만들어야해요.

6. 농장을 꾸미는건 나중에 합시다. 트랙터 이용이 편한 3X3으로 짓다보면 결국 나중에 부시거나 옮겨야해요..
게다가 다음 맵 열려면 다이아를 써야하는데 거의 2배씩 늘어나니 초반엔 아껴야해요.
나중엔 다이아 얻는 작물도 나오니 그때 꾸미도록 해요.

7. 사람들을 만나면 이모티콘(1,2,3,4번 키)과 T키를 눌러 인사를 합시다. 게임이 재밌어져요.

8. 초반엔 땅을 늘려서 당근과 비슷한 가격과 시간대(15~30분)의 작물을 많이 심는게 좋아요.
처음부터 몇 시간짜리 또는 몇 일짜리 심으면 정말 할 게 없어져요..

9. 돈을 모으면 Angel fish 같은 물고기를 틈틈이 구매해주세요.(단, 다른 맵과 연결할 수 있는 평지 지형에 구매) 물고기는 먹이도 필요없고 연결만 되있으면 1개의 블럭에서 모든 채집이 가능해요. 그렇기 때문에 돈을 벌기에 가장 효율이 좋습니다!

======== inside 님이 알려준 TIP ========

10. 많은 물고기 + 농장20레벨(일꾼 구매 가능) 을 달성했을 시, 일꾼 범위를 보고 작물을 설치하되 딱 1개의 블럭은 남겨주세요. 그 동안 설치했던 물고기를 남긴 1개의 블럭으로 연결하면 일꾼이 연결된 모든 물고기를 채집해줍니다. 1명의 일꾼으로, 작물 + 물고기까지 최대한의 효율을 뽑을 수 있어요.

11. 돈이나 자원이 급하게 필요할 때는 집모양 아이콘에서 pawn shop을 건설해서 gold nugget을 자원으로 바꾸세요.(gold nugget 은 수확 시에 노란 빛이 날 때 획득 되는 자원이에요)
c.f) 저는 늦게 알아서 못했지만, 초반에 주유소를 지은 뒤에 pawn shop에서 자원을 교환하면 농장을 빨리 키울 수 있을 것 같아요.

12. 일꾼에게 지급하는 ticket money는 pawn shop에서 교환하거나, 집에서 피아노나 요리 등의 일을 하여 벌 수 있어요. (일꾼이 갑자기 파업해서 저도 깜짝 놀랐답니다...!)

13. 물고기는 돈이 많아지면 CARP, DISCUS FISH 같이 포획률이 높고 돈을 많이 주는 어종으로 구매해주세요.

==================================================
물어보시는 분이 계셔서 적는 추가내용
==================================================

1. 왼쪽 상단에 가끔 뜨는 번개모양은 경험치 2배 부스트시간입니다.
2. 작물에 물을 주면 시간단축, 꽃에 물을 안주면 판매 시 돈 감소
3. 일꾼은 수확 + 물뿌리기 + 밭 갈기 다 해줍니다.

==================================================
농장일기
==================================================
2018.10.17.
32시간동안 플레이 한 결과,
농장이 게임을 끌 수 없을 정도로 바빠지기 시작함.
한 바퀴 관리해주고 나면 계절이 지나가며 다시 열매가 익는다...
==================================================
2018.10.18.
채집은 감당이 안되서 퀘스트는 나중에 하기로 하고,
돈을 버는 족족, 물고기만 사고 있다...
==================================================
2018.10.19.
물고기로 맵의 5개 지역을 채웠더니 물고기 수확하는 1.5시간당
1.5M 정도의 돈을 벌기 시작했다. 나는 그것을 또 물고기로 채운다ㅏㅏ...

오늘 inside님 농장에 가서 축구공을 차다가
축구장을 건설하게 되었다.
축구장에서 축구를 했는데 골대에 넣으니 폭탄이펙트가 터졌다.
갓겜이다. 축구도 가능하다!!
==================================================
2018.10.20.
돈이 슬슬 잘 모이기 시작해서 농장을 꾸미기 시작했다.
오늘은 집과 놀이시설 2개를 건설했다.
==================================================
2018.10.21
놀이시설 1개와 다른 1개를 건설하고 있다.
어제부터 농장에 사람들이 꽤 놀러오기 시작했다.

근데 사람들이 수확만 하고 땅을 갈아주지 않는다.
물을 안주는건 이해하는데 땅은 꼭 갈아줬으면 좋겠다.
어차피 난 수확 안해도 되고, 경험치 채집해가라고 놔두는건데...
확 다 물고기로 바꿔버릴까...
==================================================
2018.10.22
오늘은 드디어 집이 완성된 날이다.
이렇게 집짓는데 오래 걸릴 줄 몰랐다.
아무튼 집을 원하는대로 마음껏 꾸몄다.

돈벌기 위한 잠수(물고기+일꾼)까지 포함해 85시간..
이제 돈은 넘쳐나고, 쓸 곳이 없다.
리본도 GIFT SHOP에서 마음대로 살 수 있고,
티켓은 물고기 잡다나온 GOLD NUGGET으로 넘치게 살 수 있다.
앞으로 컨텐츠가 더 많이 생기기 전까진 호박퀘스트만 간간히 깨러 접속할 것 같다.

졸업했다...
나름 미친듯이, 재밌게 즐겼던 게임이었다... (농장일기 完)"
426,426,332800,1,Five Nights at Freddy's 2,2014-11-11,8500.0,6,6,Indie,0,0,Horror,1,0,0,very positive,very positive,single only,14403,988,23.4,1686.0,,퍼펫 See발 존나 깜짝이야
427,427,1703340,1,The Stanley Parable: Ultra Deluxe,2022-04-28,26000.0,3,3,Adventure,0,11,Multiple Endings,6,0,1,very positive,very positive,single only,13339,907,360.4,6477.0,94.9,"나레이터가 뭔가를 보여줬고.
난 그 기대를 깨기위해 게임을 지웠다.
이게 스탠리 패러블의 정석 플레이라 생각함.

앞으로 절대 플레이 할일은 없을것이고
딱 1.9시간이지만 환불도 하지 않을것이다.

내가 이겼다.
나는 나레이터의 감정을 지배할수 있다.
(카메라가 멀어지며 통속의 뇌를 보여준다)"
428,428,418530,1,Spelunky 2,2020-09-29,20500.0,4,4,Action,0,32,Platformer,12,0,1,very positive,very positive,single and multi,13924,1010,468.9,6937.0,79.2,넌 녹두로가 아니다
